profile,origin_epoch,query_epoch,source_index,selected_source_epoch,original_level_m,asof_admissible,base_m,age_minutes
A,1761238800.0,1761237900.0,19721,1761237900.0,1.61,True,1.61,15.0
A,1761242400.0,1761241500.0,19725,1761241500.0,1.53,True,1.53,15.0
A,1761246000.0,1761245100.0,19729,1761245100.0,1.45,True,1.45,15.0
A,1761249600.0,1761248700.0,19733,1761248700.0,1.39,True,1.39,15.0
A,1761253200.0,1761252300.0,19737,1761252300.0,1.35,True,1.35,15.0
A,1761256800.0,1761255900.0,19741,1761255900.0,1.32,True,1.32,15.0
A,1761260400.0,1761259500.0,19745,1761259500.0,1.3,True,1.3,15.0
A,1761264000.0,1761263100.0,19749,1761263100.0,1.3,True,1.3,15.0
A,1761267600.0,1761266700.0,19753,1761266700.0,1.33,True,1.33,15.0
A,1761271200.0,1761270300.0,19757,1761270300.0,1.37,True,1.37,15.0
A,1761274800.0,1761273900.0,19761,1761273900.0,1.41,True,1.41,15.0
A,1761278400.0,1761277500.0,19765,1761277500.0,1.43,True,1.43,15.0
A,1761282000.0,1761281100.0,19769,1761281100.0,1.47,True,1.47,15.0
A,1761285600.0,1761284700.0,19769,1761281100.0,1.47,False,,
A,1761289200.0,1761288300.0,19773,1761288300.0,1.93,True,1.93,15.0
A,1761292800.0,1761291900.0,19777,1761291900.0,2.37,True,2.37,15.0
A,1761296400.0,1761295500.0,19781,1761295500.0,2.63,True,2.63,15.0
A,1761300000.0,1761299100.0,19785,1761299100.0,2.68,True,2.68,15.0
A,1761303600.0,1761302700.0,19789,1761302700.0,2.62,True,2.62,15.0
A,1761307200.0,1761306300.0,19793,1761306300.0,2.55,True,2.55,15.0
A,1761310800.0,1761309900.0,19797,1761309900.0,2.52,True,2.52,15.0
A,1761314400.0,1761313500.0,19801,1761313500.0,2.54,True,2.54,15.0
A,1761318000.0,1761317100.0,19805,1761317100.0,2.59,True,2.59,15.0
A,1761321600.0,1761320700.0,19809,1761320700.0,2.58,True,2.58,15.0
A,1761325200.0,1761324300.0,19813,1761324300.0,2.5,True,2.5,15.0
A,1761328800.0,1761327900.0,19817,1761327900.0,2.35,True,2.35,15.0
A,1761332400.0,1761331500.0,19821,1761331500.0,2.19,True,2.19,15.0
A,1761336000.0,1761335100.0,19825,1761335100.0,2.02,True,2.02,15.0
A,1761339600.0,1761338700.0,19829,1761338700.0,1.87,True,1.87,15.0
A,1761343200.0,1761342300.0,19833,1761342300.0,1.75,True,1.75,15.0
A,1761346800.0,1761345900.0,19837,1761345900.0,1.64,True,1.64,15.0
A,1761350400.0,1761349500.0,19841,1761349500.0,1.55,True,1.55,15.0
A,1761354000.0,1761353100.0,19845,1761353100.0,1.49,True,1.49,15.0
A,1761357600.0,1761356700.0,19849,1761356700.0,1.44,True,1.44,15.0
A,1761361200.0,1761360300.0,19853,1761360300.0,1.41,True,1.41,15.0
A,1761364800.0,1761363900.0,19857,1761363900.0,1.44,True,1.44,15.0
A,1761368400.0,1761367500.0,19861,1761367500.0,1.74,True,1.74,15.0
A,1761372000.0,1761371100.0,19865,1761371100.0,2.36,True,2.36,15.0
A,1761375600.0,1761374700.0,19869,1761374700.0,2.77,True,2.77,15.0
A,1761379200.0,1761378300.0,19873,1761378300.0,2.93,True,2.93,15.0
A,1761382800.0,1761381900.0,19877,1761381900.0,2.94,True,2.94,15.0
A,1761386400.0,1761385500.0,19881,1761385500.0,2.83,True,2.83,15.0
A,1761390000.0,1761389100.0,19885,1761389100.0,2.65,True,2.65,15.0
A,1761393600.0,1761392700.0,19889,1761392700.0,2.47,True,2.47,15.0
A,1761397200.0,1761396300.0,19893,1761396300.0,2.3,True,2.3,15.0
A,1761400800.0,1761399900.0,19897,1761399900.0,2.17,True,2.17,15.0
A,1761404400.0,1761403500.0,19901,1761403500.0,2.08,True,2.08,15.0
A,1761408000.0,1761407100.0,19905,1761407100.0,2.03,True,2.03,15.0
A,1761411600.0,1761410700.0,19909,1761410700.0,1.98,True,1.98,15.0
A,1761415200.0,1761414300.0,19913,1761414300.0,1.93,True,1.93,15.0
A,1761418800.0,1761417900.0,19917,1761417900.0,1.85,True,1.85,15.0
A,1761422400.0,1761421500.0,19921,1761421500.0,1.77,True,1.77,15.0
A,1761426000.0,1761425100.0,19925,1761425100.0,1.69,True,1.69,15.0
A,1761429600.0,1761428700.0,19929,1761428700.0,1.61,True,1.61,15.0
A,1761433200.0,1761432300.0,19933,1761432300.0,1.54,True,1.54,15.0
A,1761436800.0,1761435900.0,19937,1761435900.0,1.48,True,1.48,15.0
A,1761440400.0,1761439500.0,19941,1761439500.0,1.43,True,1.43,15.0
A,1761444000.0,1761443100.0,19945,1761443100.0,1.39,True,1.39,15.0
A,1761447600.0,1761446700.0,19949,1761446700.0,1.36,True,1.36,15.0
A,1761451200.0,1761450300.0,19953,1761450300.0,1.38,True,1.38,15.0
A,1761454800.0,1761453900.0,19957,1761453900.0,1.73,True,1.73,15.0
A,1761458400.0,1761457500.0,19961,1761457500.0,2.44,True,2.44,15.0
A,1761462000.0,1761461100.0,19965,1761461100.0,2.87,True,2.87,15.0
A,1761465600.0,1761464700.0,19969,1761464700.0,3.03,True,3.03,15.0
A,1761469200.0,1761468300.0,19973,1761468300.0,3.04,True,3.04,15.0
A,1761472800.0,1761471900.0,19977,1761471900.0,2.93,True,2.93,15.0
A,1761476400.0,1761475500.0,19981,1761475500.0,2.77,True,2.77,15.0
A,1761480000.0,1761479100.0,19985,1761479100.0,2.61,True,2.61,15.0
A,1761483600.0,1761482700.0,19989,1761482700.0,2.47,True,2.47,15.0
A,1761487200.0,1761486300.0,19993,1761486300.0,2.36,True,2.36,15.0
A,1761490800.0,1761489900.0,19997,1761489900.0,2.27,True,2.27,15.0
A,1761494400.0,1761493500.0,20001,1761493500.0,2.18,True,2.18,15.0
A,1761498000.0,1761497100.0,20005,1761497100.0,2.08,True,2.08,15.0
A,1761501600.0,1761500700.0,20009,1761500700.0,1.97,True,1.97,15.0
A,1761505200.0,1761504300.0,20013,1761504300.0,1.86,True,1.86,15.0
A,1761508800.0,1761507900.0,20017,1761507900.0,1.75,True,1.75,15.0
A,1761512400.0,1761511500.0,20021,1761511500.0,1.65,True,1.65,15.0
A,1761516000.0,1761515100.0,20025,1761515100.0,1.56,True,1.56,15.0
A,1761519600.0,1761518700.0,20029,1761518700.0,1.49,True,1.49,15.0
A,1761523200.0,1761522300.0,20033,1761522300.0,1.42,True,1.42,15.0
A,1761526800.0,1761525900.0,20037,1761525900.0,1.37,True,1.37,15.0
A,1761530400.0,1761529500.0,20041,1761529500.0,1.33,True,1.33,15.0
A,1761534000.0,1761533100.0,20045,1761533100.0,1.29,True,1.29,15.0
A,1761537600.0,1761536700.0,20049,1761536700.0,1.26,True,1.26,15.0
A,1761541200.0,1761540300.0,20053,1761540300.0,1.24,True,1.24,15.0
A,1761544800.0,1761543900.0,20057,1761543900.0,1.25,True,1.25,15.0
A,1761548400.0,1761547500.0,20061,1761547500.0,1.38,True,1.38,15.0
A,1761552000.0,1761551100.0,20065,1761551100.0,1.7,True,1.7,15.0
A,1761555600.0,1761554700.0,20069,1761554700.0,1.98,True,1.98,15.0
A,1761559200.0,1761558300.0,20073,1761558300.0,2.11,True,2.11,15.0
A,1761562800.0,1761561900.0,20077,1761561900.0,2.16,True,2.16,15.0
A,1761566400.0,1761565500.0,20081,1761565500.0,2.14,True,2.14,15.0
A,1761570000.0,1761569100.0,20085,1761569100.0,2.1,True,2.1,15.0
A,1761573600.0,1761572700.0,20089,1761572700.0,2.05,True,2.05,15.0
A,1761577200.0,1761576300.0,20093,1761576300.0,2.01,True,2.01,15.0
A,1761580800.0,1761579900.0,20097,1761579900.0,1.97,True,1.97,15.0
A,1761584400.0,1761583500.0,20101,1761583500.0,1.95,True,1.95,15.0
A,1761588000.0,1761587100.0,20105,1761587100.0,1.94,True,1.94,15.0
A,1761591600.0,1761590700.0,20109,1761590700.0,1.94,True,1.94,15.0
A,1761595200.0,1761594300.0,20113,1761594300.0,1.94,True,1.94,15.0
A,1761598800.0,1761597900.0,20117,1761597900.0,1.91,True,1.91,15.0
A,1761602400.0,1761601500.0,20121,1761601500.0,1.86,True,1.86,15.0
A,1761606000.0,1761605100.0,20125,1761605100.0,1.78,True,1.78,15.0
A,1761609600.0,1761608700.0,20129,1761608700.0,1.7,True,1.7,15.0
A,1761613200.0,1761612300.0,20133,1761612300.0,1.62,True,1.62,15.0
A,1761616800.0,1761615900.0,20136,1761615900.0,,True,,
A,1761620400.0,1761619500.0,20140,1761619500.0,1.49,True,1.49,15.0
A,1761624000.0,1761623100.0,20144,1761623100.0,1.46,True,1.46,15.0
A,1761627600.0,1761626700.0,20148,1761626700.0,1.51,True,1.51,15.0
A,1761631200.0,1761630300.0,20152,1761630300.0,1.73,True,1.73,15.0
A,1761634800.0,1761633900.0,20156,1761633900.0,2.0,True,2.0,15.0
A,1761638400.0,1761637500.0,20160,1761637500.0,2.17,True,2.17,15.0
A,1761642000.0,1761641100.0,20164,1761641100.0,2.24,True,2.24,15.0
A,1761645600.0,1761644700.0,20168,1761644700.0,2.26,True,2.26,15.0
A,1761649200.0,1761648300.0,20172,1761648300.0,2.27,True,2.27,15.0
A,1761652800.0,1761651900.0,20176,1761651900.0,2.27,True,2.27,15.0
A,1761656400.0,1761655500.0,20180,1761655500.0,2.26,True,2.26,15.0
A,1761660000.0,1761659100.0,20184,1761659100.0,2.25,True,2.25,15.0
A,1761663600.0,1761662700.0,20188,1761662700.0,2.25,True,2.25,15.0
A,1761667200.0,1761666300.0,20192,1761666300.0,2.23,True,2.23,15.0
A,1761670800.0,1761669900.0,20196,1761669900.0,2.19,True,2.19,15.0
A,1761674400.0,1761673500.0,20200,1761673500.0,2.11,True,2.11,15.0
A,1761678000.0,1761677100.0,20204,1761677100.0,2.01,True,2.01,15.0
A,1761681600.0,1761680700.0,20208,1761680700.0,1.89,True,1.89,15.0
A,1761685200.0,1761684300.0,20212,1761684300.0,1.78,True,1.78,15.0
A,1761688800.0,1761687900.0,20216,1761687900.0,1.69,True,1.69,15.0
A,1761692400.0,1761691500.0,20220,1761691500.0,1.62,True,1.62,15.0
A,1761696000.0,1761695100.0,20224,1761695100.0,1.56,True,1.56,15.0
A,1761699600.0,1761698700.0,20228,1761698700.0,1.5,True,1.5,15.0
A,1761703200.0,1761702300.0,20232,1761702300.0,1.46,True,1.46,15.0
A,1761706800.0,1761705900.0,20236,1761705900.0,1.45,True,1.45,15.0
A,1761710400.0,1761709500.0,20240,1761709500.0,1.46,True,1.46,15.0
A,1761714000.0,1761713100.0,20244,1761713100.0,1.52,True,1.52,15.0
A,1761717600.0,1761716700.0,20248,1761716700.0,1.73,True,1.73,15.0
A,1761721200.0,1761720300.0,20252,1761720300.0,2.07,True,2.07,15.0
A,1761724800.0,1761723900.0,20256,1761723900.0,2.3,True,2.3,15.0
A,1761728400.0,1761727500.0,20260,1761727500.0,2.44,True,2.44,15.0
A,1761732000.0,1761731100.0,20264,1761731100.0,2.5,True,2.5,15.0
A,1761735600.0,1761734700.0,20268,1761734700.0,2.52,True,2.52,15.0
A,1761739200.0,1761738300.0,20272,1761738300.0,2.53,True,2.53,15.0
A,1761742800.0,1761741900.0,20276,1761741900.0,2.52,True,2.52,15.0
A,1761746400.0,1761745500.0,20280,1761745500.0,2.5,True,2.5,15.0
A,1761750000.0,1761749100.0,20284,1761749100.0,2.47,True,2.47,15.0
A,1761753600.0,1761752700.0,20288,1761752700.0,2.45,True,2.45,15.0
A,1761757200.0,1761756300.0,20292,1761756300.0,2.45,True,2.45,15.0
A,1761760800.0,1761759900.0,20296,1761759900.0,2.46,True,2.46,15.0
A,1761764400.0,1761763500.0,20300,1761763500.0,2.47,True,2.47,15.0
A,1761768000.0,1761767100.0,20304,1761767100.0,2.47,True,2.47,15.0
A,1761771600.0,1761770700.0,20308,1761770700.0,2.45,True,2.45,15.0
A,1761775200.0,1761774300.0,20312,1761774300.0,2.39,True,2.39,15.0
A,1761778800.0,1761777900.0,20316,1761777900.0,2.3,True,2.3,15.0
A,1761782400.0,1761781500.0,20320,1761781500.0,2.2,True,2.2,15.0
A,1761786000.0,1761785100.0,20324,1761785100.0,2.11,True,2.11,15.0
A,1761789600.0,1761788700.0,20327,1761788700.0,,True,,
A,1761793200.0,1761792300.0,20331,1761792300.0,2.06,True,2.06,15.0
A,1761796800.0,1761795900.0,20335,1761795900.0,2.24,True,2.24,15.0
A,1761800400.0,1761799500.0,20339,1761799500.0,2.55,True,2.55,15.0
A,1761804000.0,1761803100.0,20343,1761803100.0,2.89,True,2.89,15.0
A,1761807600.0,1761806700.0,20347,1761806700.0,3.19,True,3.19,15.0
A,1761811200.0,1761810300.0,20351,1761810300.0,3.39,True,3.39,15.0
A,1761814800.0,1761813900.0,20355,1761813900.0,3.49,True,3.49,15.0
A,1761818400.0,1761817500.0,20359,1761817500.0,3.53,True,3.53,15.0
A,1761822000.0,1761821100.0,20363,1761821100.0,3.54,True,3.54,15.0
A,1761825600.0,1761824700.0,20367,1761824700.0,3.56,True,3.56,15.0
A,1761829200.0,1761828300.0,20371,1761828300.0,3.58,True,3.58,15.0
A,1761832800.0,1761831900.0,20375,1761831900.0,3.59,True,3.59,15.0
A,1761836400.0,1761835500.0,20379,1761835500.0,3.53,True,3.53,15.0
A,1761840000.0,1761839100.0,20383,1761839100.0,3.37,True,3.37,15.0
A,1761843600.0,1761842700.0,20387,1761842700.0,3.16,True,3.16,15.0
A,1761847200.0,1761846300.0,20391,1761846300.0,2.93,True,2.93,15.0
A,1761850800.0,1761849900.0,20395,1761849900.0,2.73,True,2.73,15.0
A,1761854400.0,1761853500.0,20399,1761853500.0,2.57,True,2.57,15.0
A,1761858000.0,1761857100.0,20403,1761857100.0,2.49,True,2.49,15.0
A,1761861600.0,1761860700.0,20407,1761860700.0,2.57,True,2.57,15.0
A,1761865200.0,1761864300.0,20411,1761864300.0,2.9,True,2.9,15.0
A,1761868800.0,1761867900.0,20415,1761867900.0,3.23,True,3.23,15.0
A,1761872400.0,1761871500.0,20419,1761871500.0,3.42,True,3.42,15.0
A,1761876000.0,1761875100.0,20423,1761875100.0,3.5,True,3.5,15.0
A,1761879600.0,1761878700.0,20427,1761878700.0,3.53,True,3.53,15.0
A,1761883200.0,1761882300.0,20431,1761882300.0,3.54,True,3.54,15.0
A,1761886800.0,1761885900.0,20435,1761885900.0,3.54,True,3.54,15.0
A,1761890400.0,1761889500.0,20439,1761889500.0,3.55,True,3.55,15.0
A,1761894000.0,1761893100.0,20443,1761893100.0,3.55,True,3.55,15.0
A,1761897600.0,1761896700.0,20447,1761896700.0,3.56,True,3.56,15.0
A,1761901200.0,1761900300.0,20451,1761900300.0,3.58,True,3.58,15.0
A,1761904800.0,1761903900.0,20455,1761903900.0,3.61,True,3.61,15.0
A,1761908400.0,1761907500.0,20459,1761907500.0,3.65,True,3.65,15.0
A,1761912000.0,1761911100.0,20463,1761911100.0,3.67,True,3.67,15.0
A,1761915600.0,1761914700.0,20467,1761914700.0,3.68,True,3.68,15.0
A,1761919200.0,1761918300.0,20471,1761918300.0,3.66,True,3.66,15.0
A,1761922800.0,1761921900.0,20475,1761921900.0,3.58,True,3.58,15.0
A,1761926400.0,1761925500.0,20479,1761925500.0,3.42,True,3.42,15.0
A,1761930000.0,1761929100.0,20483,1761929100.0,3.19,True,3.19,15.0
A,1761933600.0,1761932700.0,20487,1761932700.0,2.94,True,2.94,15.0
A,1761937200.0,1761936300.0,20491,1761936300.0,2.71,True,2.71,15.0
A,1761940800.0,1761939900.0,20495,1761939900.0,2.52,True,2.52,15.0
A,1761944400.0,1761943500.0,20499,1761943500.0,2.37,True,2.37,15.0
A,1761948000.0,1761947100.0,20503,1761947100.0,2.26,True,2.26,15.0
A,1761951600.0,1761950700.0,20507,1761950700.0,2.18,True,2.18,15.0
A,1761955200.0,1761954300.0,20511,1761954300.0,2.15,True,2.15,15.0
A,1761958800.0,1761957900.0,20515,1761957900.0,2.21,True,2.21,15.0
A,1761962400.0,1761961500.0,20519,1761961500.0,2.61,True,2.61,15.0
A,1761966000.0,1761965100.0,20523,1761965100.0,3.28,True,3.28,15.0
A,1761969600.0,1761968700.0,20527,1761968700.0,3.69,True,3.69,15.0
A,1761973200.0,1761972300.0,20531,1761972300.0,3.88,True,3.88,15.0
A,1761976800.0,1761975900.0,20535,1761975900.0,3.95,True,3.95,15.0
A,1761980400.0,1761979500.0,20539,1761979500.0,3.95,True,3.95,15.0
A,1761984000.0,1761983100.0,20543,1761983100.0,3.91,True,3.91,15.0
A,1761987600.0,1761986700.0,20547,1761986700.0,3.83,True,3.83,15.0
A,1761991200.0,1761990300.0,20551,1761990300.0,3.67,True,3.67,15.0
A,1761994800.0,1761993900.0,20555,1761993900.0,3.44,True,3.44,15.0
A,1761998400.0,1761997500.0,20559,1761997500.0,3.16,True,3.16,15.0
A,1762002000.0,1762001100.0,20563,1762001100.0,2.91,True,2.91,15.0
A,1762005600.0,1762004700.0,20567,1762004700.0,2.69,True,2.69,15.0
A,1762009200.0,1762008300.0,20571,1762008300.0,2.53,True,2.53,15.0
A,1762012800.0,1762011900.0,20575,1762011900.0,2.41,True,2.41,15.0
A,1762016400.0,1762015500.0,20579,1762015500.0,2.33,True,2.33,15.0
A,1762020000.0,1762019100.0,20583,1762019100.0,2.26,True,2.26,15.0
A,1762023600.0,1762022700.0,20587,1762022700.0,2.21,True,2.21,15.0
A,1762027200.0,1762026300.0,20591,1762026300.0,2.21,True,2.21,15.0
A,1762030800.0,1762029900.0,20595,1762029900.0,2.27,True,2.27,15.0
A,1762034400.0,1762033500.0,20599,1762033500.0,2.4,True,2.4,15.0
A,1762038000.0,1762037100.0,20603,1762037100.0,2.57,True,2.57,15.0
A,1762041600.0,1762040700.0,20607,1762040700.0,2.77,True,2.77,15.0
A,1762045200.0,1762044300.0,20611,1762044300.0,3.13,True,3.13,15.0
A,1762048800.0,1762047900.0,20615,1762047900.0,3.56,True,3.56,15.0
A,1762052400.0,1762051500.0,20619,1762051500.0,3.82,True,3.82,15.0
A,1762056000.0,1762055100.0,20619,1762051500.0,3.82,False,,
A,1762059600.0,1762058700.0,20623,1762058700.0,3.92,True,3.92,15.0
A,1762063200.0,1762062300.0,20627,1762062300.0,3.91,True,3.91,15.0
A,1762066800.0,1762065900.0,20631,1762065900.0,3.84,True,3.84,15.0
A,1762070400.0,1762069500.0,20635,1762069500.0,3.77,True,3.77,15.0
A,1762074000.0,1762073100.0,20639,1762073100.0,3.7,True,3.7,15.0
A,1762077600.0,1762076700.0,20643,1762076700.0,3.63,True,3.63,15.0
A,1762081200.0,1762080300.0,20647,1762080300.0,3.57,True,3.57,15.0
A,1762084800.0,1762083900.0,20651,1762083900.0,3.51,True,3.51,15.0
A,1762088400.0,1762087500.0,20655,1762087500.0,3.46,True,3.46,15.0
A,1762092000.0,1762091100.0,20659,1762091100.0,3.39,True,3.39,15.0
A,1762095600.0,1762094700.0,20663,1762094700.0,3.26,True,3.26,15.0
A,1762099200.0,1762098300.0,20667,1762098300.0,3.05,True,3.05,15.0
A,1762102800.0,1762101900.0,20671,1762101900.0,2.8,True,2.8,15.0
A,1762106400.0,1762105500.0,20675,1762105500.0,2.57,True,2.57,15.0
A,1762110000.0,1762109100.0,20679,1762109100.0,2.35,True,2.35,15.0
A,1762113600.0,1762112700.0,20683,1762112700.0,2.17,True,2.17,15.0
A,1762117200.0,1762116300.0,20687,1762116300.0,2.02,True,2.02,15.0
A,1762120800.0,1762119900.0,20691,1762119900.0,1.9,True,1.9,15.0
A,1762124400.0,1762123500.0,20695,1762123500.0,1.82,True,1.82,15.0
A,1762128000.0,1762127100.0,20699,1762127100.0,1.75,True,1.75,15.0
A,1762131600.0,1762130700.0,20703,1762130700.0,1.7,True,1.7,15.0
A,1762135200.0,1762134300.0,20707,1762134300.0,1.72,True,1.72,15.0
A,1762138800.0,1762137900.0,20711,1762137900.0,2.1,True,2.1,15.0
A,1762142400.0,1762141500.0,20715,1762141500.0,2.72,True,2.72,15.0
A,1762146000.0,1762145100.0,20719,1762145100.0,3.04,True,3.04,15.0
A,1762149600.0,1762148700.0,20723,1762148700.0,3.17,True,3.17,15.0
A,1762153200.0,1762152300.0,20727,1762152300.0,3.21,True,3.21,15.0
A,1762156800.0,1762155900.0,20731,1762155900.0,3.22,True,3.22,15.0
A,1762160400.0,1762159500.0,20735,1762159500.0,3.23,True,3.23,15.0
A,1762164000.0,1762163100.0,20739,1762163100.0,3.22,True,3.22,15.0
A,1762167600.0,1762166700.0,20743,1762166700.0,3.23,True,3.23,15.0
A,1762171200.0,1762170300.0,20747,1762170300.0,3.22,True,3.22,15.0
A,1762174800.0,1762173900.0,20751,1762173900.0,3.23,True,3.23,15.0
A,1762178400.0,1762177500.0,20755,1762177500.0,3.22,True,3.22,15.0
A,1762182000.0,1762181100.0,20759,1762181100.0,3.21,True,3.21,15.0
A,1762185600.0,1762184700.0,20763,1762184700.0,3.2,True,3.2,15.0
A,1762189200.0,1762188300.0,20767,1762188300.0,3.2,True,3.2,15.0
A,1762192800.0,1762191900.0,20771,1762191900.0,3.15,True,3.15,15.0
A,1762196400.0,1762195500.0,20775,1762195500.0,2.95,True,2.95,15.0
A,1762200000.0,1762199100.0,20779,1762199100.0,2.82,True,2.82,15.0
A,1762203600.0,1762202700.0,20783,1762202700.0,2.71,True,2.71,15.0
A,1762207200.0,1762206300.0,20787,1762206300.0,2.61,True,2.61,15.0
A,1762210800.0,1762209900.0,20791,1762209900.0,2.54,True,2.54,15.0
A,1762214400.0,1762213500.0,20795,1762213500.0,2.5,True,2.5,15.0
A,1762218000.0,1762217100.0,20799,1762217100.0,2.48,True,2.48,15.0
A,1762221600.0,1762220700.0,20803,1762220700.0,2.46,True,2.46,15.0
A,1762225200.0,1762224300.0,20807,1762224300.0,2.45,True,2.45,15.0
A,1762228800.0,1762227900.0,20811,1762227900.0,2.44,True,2.44,15.0
A,1762232400.0,1762231500.0,20815,1762231500.0,2.41,True,2.41,15.0
A,1762236000.0,1762235100.0,20819,1762235100.0,2.38,True,2.38,15.0
A,1762239600.0,1762238700.0,20823,1762238700.0,2.36,True,2.36,15.0
A,1762243200.0,1762242300.0,20827,1762242300.0,2.39,True,2.39,15.0
A,1762246800.0,1762245900.0,20831,1762245900.0,2.54,True,2.54,15.0
A,1762250400.0,1762249500.0,20835,1762249500.0,2.75,True,2.75,15.0
A,1762254000.0,1762253100.0,20839,1762253100.0,2.9,True,2.9,15.0
A,1762257600.0,1762256700.0,20843,1762256700.0,2.98,True,2.98,15.0
A,1762261200.0,1762260300.0,20847,1762260300.0,3.01,True,3.01,15.0
A,1762264800.0,1762263900.0,20851,1762263900.0,2.99,True,2.99,15.0
A,1762268400.0,1762267500.0,20855,1762267500.0,2.96,True,2.96,15.0
A,1762272000.0,1762271100.0,20859,1762271100.0,2.89,True,2.89,15.0
A,1762275600.0,1762274700.0,20863,1762274700.0,2.76,True,2.76,15.0
A,1762279200.0,1762278300.0,20867,1762278300.0,2.58,True,2.58,15.0
A,1762282800.0,1762281900.0,20871,1762281900.0,2.39,True,2.39,15.0
A,1762286400.0,1762285500.0,20875,1762285500.0,2.21,True,2.21,15.0
A,1762290000.0,1762289100.0,20879,1762289100.0,2.05,True,2.05,15.0
A,1762293600.0,1762292700.0,20883,1762292700.0,1.91,True,1.91,15.0
A,1762297200.0,1762296300.0,20887,1762296300.0,1.81,True,1.81,15.0
A,1762300800.0,1762299900.0,20891,1762299900.0,1.72,True,1.72,15.0
A,1762304400.0,1762303500.0,20895,1762303500.0,1.68,True,1.68,15.0
A,1762308000.0,1762307100.0,20899,1762307100.0,1.7,True,1.7,15.0
A,1762311600.0,1762310700.0,20903,1762310700.0,1.84,True,1.84,15.0
A,1762315200.0,1762314300.0,20907,1762314300.0,2.04,True,2.04,15.0
A,1762318800.0,1762317900.0,20911,1762317900.0,2.23,True,2.23,15.0
A,1762322400.0,1762321500.0,20915,1762321500.0,2.5,True,2.5,15.0
A,1762326000.0,1762325100.0,20919,1762325100.0,2.79,True,2.79,15.0
A,1762329600.0,1762328700.0,20923,1762328700.0,2.96,True,2.96,15.0
A,1762333200.0,1762332300.0,20927,1762332300.0,2.99,True,2.99,15.0
A,1762336800.0,1762335900.0,20931,1762335900.0,2.89,True,2.89,15.0
A,1762340400.0,1762339500.0,20935,1762339500.0,2.73,True,2.73,15.0
A,1762344000.0,1762343100.0,20939,1762343100.0,2.57,True,2.57,15.0
A,1762347600.0,1762346700.0,20943,1762346700.0,2.43,True,2.43,15.0
A,1762351200.0,1762350300.0,20947,1762350300.0,2.34,True,2.34,15.0
A,1762354800.0,1762353900.0,20951,1762353900.0,2.29,True,2.29,15.0
A,1762358400.0,1762357500.0,20955,1762357500.0,2.25,True,2.25,15.0
A,1762362000.0,1762361100.0,20959,1762361100.0,2.19,True,2.19,15.0
A,1762365600.0,1762364700.0,20963,1762364700.0,2.1,True,2.1,15.0
A,1762369200.0,1762368300.0,20967,1762368300.0,1.99,True,1.99,15.0
A,1762372800.0,1762371900.0,20971,1762371900.0,1.88,True,1.88,15.0
A,1762376400.0,1762375500.0,20975,1762375500.0,1.78,True,1.78,15.0
A,1762380000.0,1762379100.0,20979,1762379100.0,1.7,True,1.7,15.0
A,1762383600.0,1762382700.0,20983,1762382700.0,1.64,True,1.64,15.0
A,1762387200.0,1762386300.0,20987,1762386300.0,1.58,True,1.58,15.0
A,1762390800.0,1762389900.0,20991,1762389900.0,1.53,True,1.53,15.0
A,1762394400.0,1762393500.0,20995,1762393500.0,1.49,True,1.49,15.0
A,1762398000.0,1762397100.0,20999,1762397100.0,1.48,True,1.48,15.0
A,1762401600.0,1762400700.0,21003,1762400700.0,1.58,True,1.58,15.0
A,1762405200.0,1762404300.0,21007,1762404300.0,1.82,True,1.82,15.0
A,1762408800.0,1762407900.0,21011,1762407900.0,2.04,True,2.04,15.0
A,1762412400.0,1762411500.0,21015,1762411500.0,2.17,True,2.17,15.0
A,1762416000.0,1762415100.0,21019,1762415100.0,2.23,True,2.23,15.0
A,1762419600.0,1762418700.0,21023,1762418700.0,2.25,True,2.25,15.0
A,1762423200.0,1762422300.0,21027,1762422300.0,2.26,True,2.26,15.0
A,1762426800.0,1762425900.0,21031,1762425900.0,2.25,True,2.25,15.0
A,1762430400.0,1762429500.0,21035,1762429500.0,2.25,True,2.25,15.0
A,1762434000.0,1762433100.0,21039,1762433100.0,2.26,True,2.26,15.0
A,1762437600.0,1762436700.0,21043,1762436700.0,2.28,True,2.28,15.0
A,1762441200.0,1762440300.0,21047,1762440300.0,2.31,True,2.31,15.0
A,1762444800.0,1762443900.0,21051,1762443900.0,2.33,True,2.33,15.0
A,1762448400.0,1762447500.0,21055,1762447500.0,2.34,True,2.34,15.0
A,1762452000.0,1762451100.0,21059,1762451100.0,2.3,True,2.3,15.0
A,1762455600.0,1762454700.0,21063,1762454700.0,2.21,True,2.21,15.0
A,1762459200.0,1762458300.0,21067,1762458300.0,2.09,True,2.09,15.0
A,1762462800.0,1762461900.0,21071,1762461900.0,1.94,True,1.94,15.0
A,1762466400.0,1762465500.0,21075,1762465500.0,1.81,True,1.81,15.0
A,1762470000.0,1762469100.0,21079,1762469100.0,1.7,True,1.7,15.0
A,1762473600.0,1762472700.0,21083,1762472700.0,1.6,True,1.6,15.0
A,1762477200.0,1762476300.0,21087,1762476300.0,1.52,True,1.52,15.0
A,1762480800.0,1762479900.0,21091,1762479900.0,1.48,True,1.48,15.0
A,1762484400.0,1762483500.0,21095,1762483500.0,1.55,True,1.55,15.0
A,1762488000.0,1762487100.0,21099,1762487100.0,1.87,True,1.87,15.0
A,1762491600.0,1762490700.0,21103,1762490700.0,2.22,True,2.22,15.0
