id,rede,nome,lat,lon,subbacia,origem,ultimo_dado,qualidade,trecho,rio,distancia_rede_km,distancia_sensor_canal_m,area_montante_km2,nota_distancia,papel_modelo,pesos_chuva_por_subbacia,tempo_chuva_ate_mucum
16912,cemaden,CEMADEN - Flores da Cunha - G2-430820102A (744 m),-29.06492,-51.2902,Alto Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,23349,Rio Curuçu,122.635782722774,2328.4635100336786,84.9251341,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16913,cemaden,CEMADEN - Flores da Cunha - G2-430820103A (717 m),-29.0257,-51.1485,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,40087,Rio São Marcos,165.6197171458331,2335.7731832118784,402.9596631,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16914,cemaden,CEMADEN - São Francisco de Paula - G2-Escola D. Pedro I (867 m),-29.10275,-50.63405,Alto Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,368795,Lajeado Grande,261.6892389046076,1944.2549600804416,405.42480274,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16917,cemaden,CEMADEN - Bento Gonçalves - G2-Caminhos de Pedra - São pedro (513 m),-29.17598,-51.43224,Baixo Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,185831,Rio Burati,103.26687058780928,1710.352508593757,57.60715437,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16918,cemaden,CEMADEN - Pinto Bandeira - G2-431454802A (641 m),-29.09604,-51.45046,Baixo Antas,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,113774,Arroio Jacaré,96.52345846662723,1936.1076794383137,36.15491816,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16920,cemaden,CEMADEN - Flores da Cunha - G2-430820101A (721 m),-28.99748,-51.21766,Alto Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,206033,,151.3580577734566,526.0995712295896,45.2052433,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16921,cemaden,CEMADEN - Antônio Prado - G2-430080202A (683 m),-28.8493,-51.2744,Alto Antas,SIGMA,2026-09-21T12:20:00-03:00,possivel sensor travado: divergencia dos vizinhos,333819,Arroio do Leão,146.66146219671043,1891.4522809192774,62.50123321,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16922,cemaden,CEMADEN - Antônio Prado - G2-430080203A (685 m),-28.86879,-51.24667,Alto Antas,SIGMA,2026-09-21T12:10:00-03:00,possivel sensor travado: divergencia dos vizinhos,333819,Arroio do Leão,146.35955589997124,1556.178329352741,62.50123321,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16926,cemaden,CEMADEN - Bento Gonçalves - G2-Vale dos Vinhedos (539 m),-29.17524,-51.56168,Baixo Antas,SIGMA,2026-09-21T12:10:00-03:00,reinicio ou queda do acumulado diario; possivel sensor travado: divergencia dos vizinhos,76738,Arroio Pedrinho,57.82911845392825,914.4324513390727,41.55565743,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16927,cemaden,CEMADEN - Santa Tereza - G2-431725101A (244 m),-29.16629,-51.68494,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,179438,Arroio Vinte e Dois,27.23247696188914,159.80631261590753,53.71556962,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16929,cemaden,CEMADEN - Antônio Prado - G2-430080201A (688 m),-28.88297,-51.41755,Prata-Turvo,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,424139,Rio Turvo,125.51191158415757,3848.464677272067,3653.85077357,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16930,cemaden,CEMADEN - Veranópolis - G2-432280602A (664 m),-28.9594,-51.48939,Prata-Turvo,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,423920,Rio Turvo,110.45894283027033,1471.6249942975812,3772.73772986,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16931,cemaden,CEMADEN - Veranópolis - G2-432280603A (663 m),-28.93585,-51.56352,Baixo Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,142574,Arroio Retiro,78.62206062072178,2156.699952939803,181.34204505,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16935,cemaden,CEMADEN - Santa Tereza - G2-431725102A (81 m),-29.16962,-51.73682,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,451666,Arroio Marrecáo,21.43429979550298,1.579078484044306,222.76688224,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16936,cemaden,CEMADEN - Santa Tereza - G2-431725103A (479 m),-29.14392,-51.70408,Baixo Antas,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,31449,Rio Taquari,28.008473200456923,2830.864525178845,15623.82692394,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16938,cemaden,CEMADEN - Cotiporã - G2-430595901A (601 m),-28.99433,-51.69655,Carreiro,SIGMA,2026-09-21T12:10:00-03:00,possivel sensor travado: divergencia dos vizinhos,174576,Rio Carreiro,43.9393152153249,4316.807532842295,2504.07320587,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16939,cemaden,CEMADEN - Cotiporã - G2-430595902A (590 m),-28.99784,-51.69787,Carreiro,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,376476,Rio Carreiro,41.537608322468216,4924.957146377774,2558.37329957,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16940,cemaden,CEMADEN - Veranópolis - G2-432280601A (605 m),-28.997,-51.5618,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,142574,Arroio Retiro,67.68596380218023,2876.4273778469665,181.34204505,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
16952,cemaden,CEMADEN - Guaporé - G2-430940701A (473 m),-28.8406,-51.9024,Carreiro,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,436185,Arroio Barracão,83.48285223351975,256.29362375928844,37.66095584,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17558,cemaden,CEMADEN - Bento Gonçalves - Tuiuty (315 m),-29.049266,-51.562369,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,454574,Rio Taquari,74.57005514808625,545.2373826341989,12532.98246872,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17559,cemaden,CEMADEN - Bento Gonçalves - FUNDAPARQUE (617 m),-29.169989,-51.489363,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,31700,,101.6085930475718,375.2033432731914,36.1924106,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17560,cemaden,CEMADEN - Bento Gonçalves - EMBRAPA UVA (626 m),-29.16463,-51.534268,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,66047,Arroio Pedrinho,59.52414032659586,1022.3446537084557,41.05659027,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17561,cemaden,CEMADEN - Bento Gonçalves - Faria Lemos (349 m),-29.103374,-51.607984,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,63156,Arroio Pedrinho,49.17295215211776,1400.6596683955645,117.92712618,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17717,cemaden,CEMADEN - Muçum - G2-431260903A (60 m),-29.16674,-51.87146,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,125779,Rio Taquari,0,209.050831116237,16047.25349959,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17718,cemaden,CEMADEN - Muçum - G2-431260902A (136 m),-29.15467,-51.86221,Baixo Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,125779,Rio Taquari,1.872808639051838,730.8731848951082,16047.25349959,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17719,cemaden,CEMADEN - Muçum - G2-431260901A (517 m),-29.12422,-51.76907,Baixo Antas,SIGMA,2026-09-21T12:10:00-03:00,acumulado ausente ou negativo,31449,Rio Taquari,25.239067803656116,2074.2887687958223,15623.82692394,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17786,cemaden,CEMADEN - Caxias do Sul - G2-430510807A (859 m),-29.1046,-51.1283,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,86556,Arroio Faxina,172.58102259730563,6523.403427932313,117.8745277,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17789,cemaden,CEMADEN - Jaquirana - G2-431112201A (928 m),-28.8857,-50.3599,Tainhas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,434553,Rio Tainhas,287.0012400028208,3886.510121959065,1185.97337737,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17793,cemaden,CEMADEN - Monte Alegre dos Campos - G2-431237701A (964 m),-28.6851,-50.7831,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,442993,Arroio Esteira,220.55981935607332,6661.086357592135,144.69406967,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17794,cemaden,CEMADEN - Muitos Capões - G2-431261701A (928 m),-28.31624,-51.18542,Prata-Turvo,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,403138,Rio Santa Rita,240.04630927852577,5505.193736233296,196.95635946,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17795,cemaden,CEMADEN - Nova Bassano - G2-431290601A (545 m),-28.74098,-51.70108,Carreiro,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,130341,Arroio Não Sabia,94.1425132024025,1106.8932853258652,58.01381035,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17796,cemaden,CEMADEN - Paraí - G2-431400101A (641 m),-28.59748,-51.78679,Carreiro,SIGMA,2026-09-21T12:00:00-03:00,checagens basicas aprovadas; nao homologado,375423,Rio Carreiro,129.03312201554425,6185.497687837721,1278.98786165,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17804,cemaden,CEMADEN - Vanini - G2-432255801A (734 m),-28.47218,-51.84174,Carreiro,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,330338,Rio São Domingos,159.46858142634844,5883.167090433527,325.50483865,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17805,cemaden,CEMADEN - Vanini - G2-432255802A (721 m),-28.47552,-51.84657,Carreiro,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,330338,Rio São Domingos,159.46858142634844,5422.795419129094,325.50483865,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17819,cemaden,CEMADEN - André da Rocha - G2-430066101A (707 m),-28.62942,-51.57527,Prata-Turvo,SIGMA,2026-09-21T12:00:00-03:00,checagens basicas aprovadas; nao homologado,146603,Rio da Prata,168.65145999475897,3492.6452012680156,262.08687523,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17822,cemaden,CEMADEN - Campestre da Serra - G2-430367301A (761 m),-28.7994,-51.0922,Alto Antas,SIGMA,2026-09-21T12:10:00-03:00,possivel sensor travado: divergencia dos vizinhos,328134,Rio das Antas,174.61240494208056,4750.466240200384,6482.39981727,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17824,cemaden,CEMADEN - Ipê - G2-431043901A (767 m),-28.8249,-51.2802,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,333819,Arroio do Leão,150.41137868031487,2524.2586284887784,62.50123321,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17825,cemaden,CEMADEN - Nova Bassano - G2-431290602A (621 m),-28.71898,-51.70358,Carreiro,SIGMA,2026-09-21T12:50:00-03:00,checagens basicas aprovadas; nao homologado,130341,Arroio Não Sabia,97.51150171069641,1334.8982055679708,58.01381035,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17826,cemaden,CEMADEN - Paraí - G2-431400102A (720 m),-28.59865,-51.78069,Carreiro,SIGMA,2026-09-21T12:10:00-03:00,checagens basicas aprovadas; nao homologado,375423,Rio Carreiro,129.03312201554425,6739.672857378786,1278.98786165,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17895,cemaden,CEMADEN - Cambará do Sul - G2-430360801A (1025 m),-29.04894,-50.14622,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,374878,Arroio Campo Bom,346.82330991709244,1297.381794653207,39.03962464,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
17896,cemaden,CEMADEN - Cambará do Sul - G2-430360802A (1045 m),-28.98363,-50.0686,Alto Antas,SIGMA,2026-09-21T12:40:00-03:00,checagens basicas aprovadas; nao homologado,449693,Arroio da Reserva,355.52611152712615,3140.9819648648768,310.49683616,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,conferencia espacial SIGMA; nao parametro independente do modelo,,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86060010,ANA via D1,CGH Cambará Barramento,-28.9489,-50.0556,Alto Antas,Cloudflare D1,2026-09-21T08:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,449693,Arroio da Reserva,355.0137554513304,764.7818998551128,310.49683616,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.1702; Tainhas: 0.2322,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86099000,ANA via D1,PCH Pezzi Montante,-28.8047,-50.4936,Alto Antas,Cloudflare D1,2026-09-21T11:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,107008,Arroio Barreiro,271.5339091083572,43.768201915308964,35.51606085,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.0645; Tainhas: 0.0109,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86102000,ANA via D1,PCH Passo do Meio Montante Tainhas,-28.8644,-50.5622,Tainhas,Cloudflare D1,2026-09-21T10:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,437841,Arroio dos Novilhos,259.8516340196564,769.1858020520453,223.65795067,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.0366; Tainhas: 0.1475,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86117000,ANA via D1,PCH Serra dos Cavalinhos I,-28.79,-50.6789,Alto Antas,Cloudflare D1,2026-09-21T11:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,448625,Arroio dos Bugres,238.24183914578504,287.264459061663,31.68987046,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.0436,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86125000,ANA via D1,CGH Trabuco Jusante,-28.6022,-51.2344,Prata-Turvo,Cloudflare D1,2026-09-21T11:59:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,167236,Arroio Trabuco,195.3393764129401,206.64580289267838,124.7478859,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Prata-Turvo: 0.1972; Alto Antas: 0.0616,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86125050,ANA via D1,PCH Morro Grande Montante,-28.5486,-51.3017,Prata-Turvo,Cloudflare D1,2026-09-21T12:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,274309,,190.58859634326103,225.28272539951809,31.72865943,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Prata-Turvo: 0.3038,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86163000,ANA via D1,PCH Serra dos Cavalinhos II Jusante,-28.7869,-50.7447,Alto Antas,Cloudflare D1,2026-09-21T11:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,328144,Rio das Antas,224.93492864640695,362.8300807126939,3895.05090355,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.1302,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86200900,ANA via D1,PCH Criúva Barramento,-28.9653,-50.7989,Alto Antas,Cloudflare D1,2026-09-21T11:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,167140,Lajeado Grande,236.26017624799493,43.396988937783334,679.25289644,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.1424,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86280500,ANA via D1,PCH Rio São Marcos Barramento,-29.0367,-51.0956,Alto Antas,Cloudflare D1,2026-09-21T12:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,86556,Arroio Faxina,169.49999482588765,66.23290747286043,117.8745277,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.0941,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86298000,ANA via D1,UHE Castro Alves RS-122,-28.9414,-51.1892,Alto Antas,Cloudflare D1,2026-09-21T12:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,70955,Rio das Antas,153.6431772070728,491.19442330875296,7438.04646902,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Alto Antas: 0.1174,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86403000,ANA via D1,PCH Jardim Jusante,-28.5692,-51.4064,Prata-Turvo,Cloudflare D1,2026-09-21T12:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,184856,Rio Turvo,172.53107000705353,105.89900746508265,1148.08432135,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Carreiro: 0.0218; Prata-Turvo: 0.2687,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86410800,ANA via D1,PCH da Ilha Afluente,-28.7983,-51.4744,Prata-Turvo,Cloudflare D1,2026-09-21T11:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,180989,Rio Turvo,134.89419356281476,959.4985685380794,3044.99364144,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Baixo Antas: 0.0549; Carreiro: 0.0203; Prata-Turvo: 0.1631; Alto Antas: 0.0029,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86447000,ANA via D1,UHE Monte Claro Balsa do Prata,-28.9714,-51.4611,Prata-Turvo,Cloudflare D1,2026-09-21T07:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,423920,Rio Turvo,108.27759121411705,123.16953646880255,3772.73772986,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Baixo Antas: 0.0549; Prata-Turvo: 0.0373; Alto Antas: 0.0273,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86448000,ANA via D1,UHE Monte Claro Barramento,-29.0292,-51.5219,Baixo Antas,Cloudflare D1,2026-09-21T12:00:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,454833,Rio Taquari,94.7682097861918,159.827673654969,12134.36700774,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Baixo Antas: 0.1156; Alto Antas: 0.0012,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
86450000,ANA via D1,UHE Monte Claro Jusante,-29.075,-51.5239,Baixo Antas,Cloudflare D1,2026-09-21T12:15:00-03:00,Soma dos registros ChuvaFinal na janela; sem preenchimento de lacunas. Qualidade do banco nao garante qualidade de cada variavel.,165495,,90.22057392218167,1970.8215195452765,200.45957184,Distancia pelo canal desde projecao na linha da microbacia; nao inclui escoamento na encosta.,serie longa ANA: chuva e/ou telemetria,Baixo Antas: 0.2861; Alto Antas: 0.0261,"Nao atribuido por sensor: inclui infiltracao e encosta, alem de propagacao no canal."
